Go.,Geh.
A person is considered innocent unless proven guilty.,"Ein Mensch gilt als unschuldig, bis seine Schuld erwiesen ist."
A putrid smell came up out of the hole in the ground.,Ein fauliger Geruch kam aus dem Erdloch herauf.
A selfish man thinks of nothing but his own feelings.,Ein egoistischer Mensch denkt nur an seine eigenen Gefühle.
A shovel full of snow can weigh as much as 20 pounds.,Eine Schaufel voll Schnee kann bis zu 10 kg wiegen.
A trip to America this summer is out of the question.,Eine Reise nach Amerika in diesem Sommer kommt nicht in Frage.
A winter sport that many people enjoy is ice skating.,"Ein Wintersport, an dem sich viele Menschen erfreuen, ist Eislaufen."
"About this time tomorrow, we'll be climbing Mt. Fuji.",Morgen um diese Zeit werden wir gerade den Berg Fuji besteigen.
"After she had read the letter, she tore it to pieces.","Nachdem sie den Brief gelesen hatte, zerriss sie ihn in Stücke."
"After the second glass of wine, Tom became talkative.",Nach dem zweiten Glas Wein wurde Tom gesprächig.
"After the war was over, everything had to be rebuilt.",Nach Kriegsende musste alles wiederaufgebaut werden.
"After walking for an hour, we stopped to take a rest.","Nach dem wir eine Stunde lang gelaufen waren, hielten wir an und machten eine Pause."
"Agriculture was developed more than 10,000 years ago.",Die Landwirtschaft entwickelte sich vor über 10 000 Jahren.
All I want to do is close my eyes and get some sleep.,Ich möchte jetzt nur eines: die Augen schließen und ein wenig schlafen.
All Tom had to do was just sit there and say nothing.,Tom musste nur schweigend dasitzen.
All humanity will suffer if a nuclear war breaks out.,"Die ganze Menschheit wird leiden, wenn ein Atomkrieg ausbricht."
All my friends like the same kind of music that I do.,Meine Freunde mögen alle die gleiche Art von Musik wie ich.
All the men were wearing dark suits and white shirts.,Alle Männer trugen einen schwarzen Anzug und ein weißes Hemd.
All the roads leading into the city are full of cars.,"Alle Straßen, die in die Stadt führen, sind voller Autos."
Almost a third of the gunshot victims were teenagers.,Fast ein Drittel der Schussopfer waren Jugendliche.
"Almost every time I see Tom, he's wearing headphones.","Fast jedes Mal, dass ich Tom sehe, hat er einen Kopfhörer auf."
"Almost every time I see Tom, he's wearing headphones.","Fast jedes Mal, dass ich Tom sehe, trägt er einen Kopfhörer."
"Although my car is very old, it still runs very well.","Obwohl mein Auto sehr alt ist, läuft es noch sehr gut."
"Although she was tired, she tried to finish the work.","Obwohl sie müde war, versuchte sie, die Arbeit zu Ende zu bringen."
"Always keep a bucket of water handy, in case of fire.","Halte immer einen Eimer Wasser bereit, wegen der Feuergefahr!"
American kitchens are much bigger than Japanese ones.,Amerikanische Küchen sind größer als japanische.
Anyone over eighteen years of age counts as an adult.,Jeder über achtzehn Jahre zählt als Erwachsener.
"Apples were on sale today, so I bought a lot of them.","Da die Äpfel heute im Sonderangebot waren, habe ich gleich einen ganzen Schwung gekauft."
Are you suggesting they're not who they say they are?,"Behauptest du, dass sie gar nicht die sind, die sie vorgeben zu sein?"
Are you telling me that you've never had a nightmare?,"Willst du mir sagen, dass du noch nie einen Albtraum hattest?"
Are you telling me that you've never had a nightmare?,"Wollen Sie mir sagen, dass Sie noch nie einen Albtraum hatten?"
Are you telling me that you've never had a nightmare?,"Wollt ihr mir sagen, dass ihr noch nie einen Albtraum hattet?"
"Around here, they roll up the sidewalks at 7 o'clock.",Um sieben werden hier die Bordsteine hochgeklappt.
Artificial leather can't compare with the real thing.,Kunstleder kann mit echtem Leder nicht mithalten.
"As Tom tried to tell you, you're not allowed in here.","Wie Tom es versucht hat, dir zu sagen: du bist nicht berechtigt, dich hier drinnen aufzuhalten."
"As Tom tried to tell you, you're not allowed in here.","Wie Tom es versucht hat, Ihnen zu sagen: Sie sind nicht berechtigt, sich hier drinnen aufzuhalten."
"As Tom tried to tell you, you're not allowed in here.","Wie Tom es versucht hat, euch zu sagen: ihr seid nicht berechtigt, euch hier drinnen aufzuhalten."
"As long as you keep quiet, you can stay in this room.","Solange du dich ruhig verhältst, kannst du in diesem Zimmer bleiben."
"As soon as he took the medicine, his fever went down.","Sobald er die Medizin genommen hatte, senkte sich sein Fieber."
"As soon as we find out anything, we will contact him.","Sobald wir etwas herausfinden, werden wir ihn kontaktieren."
"As soon as you get the wall painted, you can go home.","Sobald du die Wand gestrichen hast, kannst du nach Hause gehen."
"As soon as you get the wall painted, you can go home.","Wenn ihr die Wand fertig gestrichen habt, könnt ihr heimgehen."
"As soon as you get the wall painted, you can go home.","Sobald Sie die Wand streichen lassen, dürfen Sie nach Hause gehen."
"At about the same time, Tom was in his room studying.",Zu etwa der gleichen Zeit war Tom auf seinem Zimmer mit Lernen beschäftigt.
"At the sound of my voice, my dog pricked up his ears.","Als er meine Stimme hörte, stellte mein Hund die Ohren auf."
"At these prices, you won't get many students in here.",Bei diesen Preisen werden Sie hier nicht viele Studenten hereinbekommen.
Auguste Comte is regarded as the father of sociology.,Auguste Comte gilt als Vater der Soziologie.
Australia is the world's fifth-largest coal producer.,Australien ist der fünftgrößte Kohlenproduzent der Welt.
Be sure to get this finished by the time I come back.,"Sorgen Sie dafür, dass Sie damit fertig sind, bis ich zurückkomme."
Be sure to get this finished by the time I come back.,"Stelle sicher, dass du das fertig hast, wenn ich zurückkomme."
"Because it was very cold yesterday, I stayed at home.","Weil es gestern überaus kalt war, blieb ich zu Hause."
"Because my mother is sick, my father will cook today.","Da meine Mutter krank ist, wird heute mein Vater kochen."
"Because of his age, my grandfather doesn't hear well.",Aus Altersgründen hört mein Großvater nicht gut.
"Before Tom did it, I'd have said it couldn't be done.","Bevor Tom es zuwege gebracht hat, hätte ich gesagt, es sei unmöglich."
"Better to die on our feet, than to live on our knees.","Es ist besser, aufrecht stehend zu sterben, als auf den Knien zu leben."
Black Friday is the busiest shopping day of the year.,"Der „Schwarze Freitag“ ist der Tag des Jahres, an dem in den Geschäften am meisten los ist."
Boston is just one of the cities I visited last year.,"Boston ist nur eine der Städte, die ich letztes Jahr besuchte."
"Both Tom and Mary are married, but not to each other.","Tom und Maria sind beide verheiratet, jedoch nicht miteinander."
"By the time you get out of prison, she'll be married.","Wenn du aus dem Gefängnis kommst, wird sie geheiratet haben."
Can you fall in love with someone you have never met?,"Kann man sich in jemanden verlieben, den man noch nie getroffen hat?"
Can you imagine a time when the world is free of war?,"Kannst du dir eine Zeit vorstellen, in der die Welt frei von Kriegen ist?"
Can you spare me a few minutes of your valuable time?,Könnten Sie mir ein paar Minuten Ihrer kostbaren Zeit widmen?
Can you stop by the store on your way home from work?,"Kannst du kurz einkaufen, wenn du von der Arbeit nach Hause kommst?"
Certain smells can easily trigger childhood memories.,Gewisse Gerüche können leicht Kindheitserinnerungen wachrufen.
Cheese and other dairy products do not agree with me.,Käse und andere Milchprodukte bekommen mir nicht.
Chicken eggs are richer in vitamin A than quail eggs.,Hühnereier sind reicher an Vitamin A als Wachteleier.
Children like to pretend to be adults when they play.,Kinder ahmen in ihren Spielen gern Erwachsene nach.
Children like to pretend to be adults when they play.,"Kinder tun beim Spielen gern so, als wären sie Erwachsene."
China is the largest country situated wholly in Asia.,China ist das größte ganz in Asien liegende Land.
"Close the windows. Otherwise, mosquitoes will get in.","Mach die Fenster zu, sonst kommen Mücken rein!"
Clowns have been making crowds laugh for generations.,Schon seit Generationen belustigen Clowns die Massen.
Compare your sentence with the one on the blackboard.,Vergleiche deinen Satz mit dem an der Tafel.
"Could you be so kind as to speak more slowly, please?",Könntest du bitte langsamer sprechen?
"Could you be so kind as to speak more slowly, please?","Wären Sie bitte so freundlich, ein wenig langsamer zu sprechen?"
Could you do me a favor? Will you lend me some money?,Kannst du mir einen Gefallen tun? Leihst du mir etwas Geld?
Could you go to the supermarket and buy us some wine?,Könntest du zum Supermarkt fahren und uns Wein kaufen?
Could you translate this document into French for me?,Könnten Sie mir dieses Dokument ins Französische übersetzen?
Could you translate this document into French for me?,Könntest du mir dieses Dokument ins Französische übersetzen?
"Crocodiles, snakes, lizards and turtles are reptiles.","Krokodile, Schlangen, Eidechsen und Schildkröten sind Reptilien."
Cutting a cake into equal pieces is rather difficult.,Einen Kuchen in gleiche Teile aufzuteilen ist ziemlich schwierig.
Daniel Gabriel Fahrenheit was born in 1686 in Danzig.,Daniel Gabriel Fahrenheit wurde 1686 in Danzig geboren.
Daylight was already streaming in through the window.,Schon strömt das Licht des neuen Tages durch das Fenster herein.
Did you get my email yesterday with the instructions?,Hast du gestern meine elektronische Nachricht mit den Anweisungen erhalten?
Did you get my email yesterday with the instructions?,Hast du gestern meine Mail mit den Anweisungen bekommen?
Did you get my email yesterday with the instructions?,Hast du gestern meinen Netzbrief mit den Anweisungen erhalten?
Did you know you are stronger than you think you are?,"Wusstest du, dass du stärker bist, als du denkst?"
Did you really think that Tom would help you do that?,"Dachtest du wirklich, Tom hülfe dir dabei?"
Did you really think that Tom would help you do that?,"Dachtet ihr wirklich, Tom hülfe euch dabei?"
Did you really think that Tom would help you do that?,"Dachten Sie wirklich, Tom hülfe Ihnen dabei?"
Do you have the most recent version of this software?,Verfügst du über die neueste Version dieses Programms?
Do you have the most recent version of this software?,Verfügen Sie über die neueste Version dieses Programms?
Do you know why spring rolls are called spring rolls?,"Weißt du, warum Frühlingsrollen Frühlingsrollen heißen?"
Do you really need to go out in this kind of weather?,Musst du wirklich bei diesem Wetter rausgehen?
Do you really want me to tell Tom about you and Mary?,Willst du Tom wirklich von dir und Maria erzählen?
"Do you still need the light on, or can I turn it off?","Brauchst du das Licht noch, oder kann ich es ausmachen?"
Do you still remember the name of your first teacher?,"Weißt du noch, wie deine erste Lehrerin hieß?"
Do you think that you can find anyone to replace Tom?,"Glaubst du, du findest einen Ersatz für Tom?"
Do you think we should just wait and hope it changes?,"Meinst du, wir sollten nur warten und hoffen, dass es sich ändert?"
